Colony,Dominant_Period,cf_wavelet,Date_of_recording,Species,Origin,Date_of_collection,No_of_ants,Dominant_Period_trim,cf_wavelet_trim,Dominant_Period_trim_10hrs,cf_wavelet_trim_10hrs
HML6,26.06097867,5.105436686,6/3/2022,Leptothorax_az02,Huachuca_Mountains_AZ,5/23/2022,46,26.06097867,5.776740905,26.06097867,5.965166457
HML7,32.0848283,4.045360326,6/3/2022,Leptothorax_az02,Huachuca_Mountains_AZ,5/23/2022,18,32.0848283,3.518611848,32.0848283,3.794937398
HML7,39.50105711,2.943896013,10/8/2022,Leptothorax_az02,Huachuca_Mountains_AZ,5/23/2022,20,39.50105711,3.108991746,39.50105711,3.186761899
HML8,24.31575289,2.891298544,10/9/2022,Leptothorax_az02,Huachuca_Mountains_AZ,5/23/2022,6,24.31575289,3.608051213,24.31575289,3.371435844
HML8,27.93146535,2.94634785,6/11/2022,Leptothorax_az02,Huachuca_Mountains_AZ,5/23/2022,10,27.93146535,2.559486319,29.93620333,2.767465059
HMTr2,22.68739966,4.260547317,6/3/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/23/2022,90,22.68739966,4.200124223,22.68739966,4.12259869
HMTr2,79.00211422,3.936572244,10/9/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/23/2022,224,59.87240666,3.616088509,59.87240666,3.771841215
HMTr3,52.12195734,3.008675321,9/10/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,121,68.77533504,3.225605896,52.12195734,3.580168285
HMTr3,24.31575289,5.626150611,6/12/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,57,24.31575289,5.102123751,24.31575289,5.088155229
HMTr4,45.37479932,3.274079632,10/16/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,32,48.63150578,2.912732925,45.37479932,3.195573507
HMTr4,27.93146535,2.693371326,6/11/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,9,27.93146535,2.616197749,27.93146535,2.568189182
HMTr5,42.33618475,3.27385372,10/13/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,65,42.33618475,3.884416438,42.33618475,3.363388298
HMTr5,29.93620333,4.958082771,6/12/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,18,29.93620333,4.922419178,29.93620333,4.654647375
HMTr6,48.63150578,3.171575945,9/2/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,108,45.37479932,4.060927688,45.37479932,3.684294897
HMTr6,68.77533504,3.299287693,6/3/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,69,39.50105711,2.892015547,39.50105711,2.915480062
HMTr7,52.12195734,3.331053511,8/15/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,181,48.63150578,2.753408584,52.12195734,3.33045311
HMTr7,52.12195734,3.584374406,9/2/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,158,64.16965659,3.92171954,48.63150578,3.634297604
HMTr7,26.06097867,3.409260836,6/11/2022,Temnothorax_rugatulus,Huachuca_Mountains_AZ,5/22/2022,117,26.06097867,3.624537916,26.06097867,3.558973411
JR4T1,64.16965659,2.249249078,7/29/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,128,16.04241415,2.53712801,64.16965659,2.55404968
JR4T1,48.63150578,3.045751555,10/20/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,47,48.63150578,3.366911355,48.63150578,3.510104441
JR4T10,29.93620333,4.675964339,10/20/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,9,29.93620333,4.187579733,29.93620333,4.514153617
JR4T10,14.96810166,2.074126101,7/30/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,5,45.37479932,2.594357394,13.96573267,2.472732347
JR4T2,36.85578948,3.14962078,7/29/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,20,36.85578948,2.727756637,36.85578948,2.973807791
JR4T2,36.85578948,3.645440786,10/9/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,37,42.33618475,3.489391842,36.85578948,3.814580524
JR4T2,52.12195734,3.15421656,10/13/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,42,32.0848283,2.970051614,55.86293069,3.169797541
JR4T2,55.86293069,3.781304962,9/27/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,36,45.37479932,4.080022916,48.63150578,3.826143641
JR4T3,39.50105711,2.58445744,10/10/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,16,36.85578948,2.259403193,52.12195734,2.315848271
JR4T3,29.93620333,2.641870023,7/29/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,13,29.93620333,2.716907402,29.93620333,2.720122585
JR4T5,36.85578948,3.022461459,10/13/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,125,36.85578948,2.772323734,36.85578948,2.820746812
JR4T5,36.85578948,2.951775734,10/1/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,132,59.87240666,2.606407499,36.85578948,2.895780927
JR4T5,55.86293069,3.626435548,7/30/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,147,55.86293069,3.515245409,55.86293069,3.734391148
JR4T6,22.68739966,2.550870109,10/13/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,44,22.68739966,3.17526192,22.68739966,3.04101103
JR4T6,79.00211422,2.727352703,7/30/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,27,73.71157897,2.837849425,73.71157897,2.989207321
JR4T7,52.12195734,3.038206116,9/27/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,81,16.04241415,2.513038325,42.33618475,2.471152404
JR4T7,64.16965659,2.675347718,10/13/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,76,68.77533504,3.0662096,64.16965659,3.148017899
JR4T7,52.12195734,2.262997547,7/29/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,72,64.16965659,2.294940032,68.77533504,2.39837708
JR4T8,42.33618475,2.99123185,7/30/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,44,36.85578948,2.816138526,36.85578948,2.971318874
JR4T8,64.16965659,3.556099967,10/16/2022,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,52,36.85578948,2.944634325,64.16965659,3.179512468
JR4T9,59.87240666,2.846082731,10/25/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,25,45.37479932,2.930074095,48.63150578,2.847298303
JR4T9,64.16965659,3.321724192,10/16/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,24,26.06097867,2.715826868,59.87240666,3.228413027
JR4T9,34.38766752,3.030822783,7/29/2022,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,11,42.33618475,2.954411369,42.33618475,3.090864691
JRCT1,55.86293069,7.412626474,7/30/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,59,52.12195734,6.732655022,52.12195734,7.306047625
JRCT1,68.77533504,3.915926899,10/7/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,98,68.77533504,4.261495721,68.77533504,4.240437538
JRCT10,52.12195734,4.201124427,10/7/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,190,64.16965659,3.989102801,52.12195734,3.92066384
JRCT10,52.12195734,4.089988391,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,133,64.16965659,3.84140766,48.63150578,4.272162471
JRCT11,45.37479932,5.58463316,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,36,45.37479932,6.06379939,45.37479932,5.717533404
JRCT11,59.87240666,2.710625749,10/8/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,43,59.87240666,3.07351675,59.87240666,2.849609794
JRCT12,64.16965659,5.562189823,10/8/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,190,64.16965659,5.103974708,64.16965659,5.105010436
JRCT12,52.12195734,7.226523133,7/30/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,162,52.12195734,6.588995395,52.12195734,6.867625311
JRCT13,64.16965659,4.474672811,10/7/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,86,55.86293069,4.047539496,64.16965659,3.683621614
JRCT13,52.12195734,5.213573058,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/9/2022,88,52.12195734,4.258366158,48.63150578,4.147612144
JRCT14,73.71157897,5.084166567,10/8/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,170,73.71157897,4.562962336,73.71157897,5.149927347
JRCT14,52.12195734,5.481868429,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,121,52.12195734,4.805566197,52.12195734,4.918350597
JRCT15,68.77533504,4.686112358,10/16/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,260,68.77533504,4.046869301,68.77533504,4.689224828
JRCT15,55.86293069,5.539342787,9/2/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,278,52.12195734,4.237872905,52.12195734,3.998380476
JRCT2,64.16965659,4.599172794,10/22/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,199,64.16965659,4.226460124,64.16965659,4.494653938
JRCT2,55.86293069,6.317697867,8/18/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,190,55.86293069,5.960179593,55.86293069,6.596792663
JRCT3,64.16965659,3.78697714,10/8/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,39,64.16965659,3.236577755,73.71157897,3.729982888
JRCT3,45.37479932,3.836434875,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,57,42.33618475,3.174938282,45.37479932,3.622486136
JRCT4,52.12195734,7.88960337,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,150,52.12195734,6.405537676,52.12195734,7.139445363
JRCT4,73.71157897,5.538540052,10/8/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,154,73.71157897,4.440689594,73.71157897,5.019742877
JRCT5,48.63150578,6.366474169,7/29/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,116,48.63150578,5.47660469,48.63150578,6.006911445
JRCT5,68.77533504,6.896350302,10/7/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,127,68.77533504,5.724950545,68.77533504,6.453535542
JRCT6,64.16965659,5.12468254,10/7/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,164,64.16965659,4.606979563,64.16965659,4.991544757
JRCT6,55.86293069,7.289108064,9/2/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,170,52.12195734,6.060323325,55.86293069,6.613776717
JRCT7,73.71157897,2.739231918,10/16/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,83,68.77533504,4.011720425,68.77533504,3.839865409
JRCT7,52.12195734,4.739229603,9/2/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,87,55.86293069,4.323093529,52.12195734,4.385012566
JRCT9,64.16965659,4.696028372,7/30/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,129,59.87240666,4.533021873,59.87240666,4.531796586
JRCT9,52.12195734,4.338542571,10/13/2022,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA,7/8/2022,161,48.63150578,4.880696443,52.12195734,4.987579612
LAT1,59.87240666,2.858429786,9/10/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,217,55.86293069,3.281346185,55.86293069,3.152527798
LAT1,68.77533504,2.915032089,7/30/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,115,45.37479932,2.377921432,64.16965659,2.699360315
LAT10,90.74959865,3.714398108,9/25/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,93,84.67236951,2.408885434,90.74959865,2.99793569
LAT10,64.16965659,2.8562505,7/29/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,74,32.0848283,3.275448116,34.38766752,3.097743156
LAT12,68.77533504,3.19864583,10/15/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,167,48.63150578,2.968650922,73.71157897,3.050180701
LAT12,73.71157897,3.373245068,10/23/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,175,84.67236951,2.600102374,79.00211422,3.007471105
LAT13,59.87240666,2.894513628,7/29/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,128,64.16965659,2.964514569,27.93146535,2.966817712
LAT13,29.93620333,2.748644022,10/16/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,261,29.93620333,3.319155828,32.0848283,3.43246106
LAT14,111.7258614,2.362927161,10/25/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,96,42.33618475,2.578788549,52.12195734,2.445281694
LAT14,68.77533504,5.382237757,7/29/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,106,64.16965659,3.23560242,64.16965659,3.889491165
LAT15,111.7258614,3.419151554,10/15/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,118,59.87240666,3.441218987,55.86293069,3.581763091
LAT15,64.16965659,3.3614318,7/30/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,60,59.87240666,3.540529908,64.16965659,3.294402285
LAT16,32.0848283,2.258811256,10/23/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,11,22.68739966,2.791823758,42.33618475,2.54961094
LAT16,59.87240666,2.638311989,7/30/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,22,27.93146535,3.20869555,27.93146535,2.720576078
LAT2,68.77533504,3.214590908,10/18/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,51,64.16965659,4.263338191,64.16965659,3.678212162
LAT2,59.87240666,3.080013817,9/10/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,52,59.87240666,4.024433586,59.87240666,3.807831977
LAT3,79.00211422,2.97756272,7/30/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,29,24.31575289,2.791272512,24.31575289,2.793531927
LAT3,64.16965659,3.243491826,10/15/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,35,36.85578948,3.075468444,36.85578948,2.85929666
LAT4,36.85578948,2.539430116,7/30/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,39,34.38766752,2.646997091,34.38766752,2.649135568
LAT4,64.16965659,3.05630627,10/10/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,107,48.63150578,2.933440467,48.63150578,2.602680432
LAT5,73.71157897,2.839211884,10/25/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,14,73.71157897,3.002437826,73.71157897,2.992002776
LAT5,64.16965659,2.672952549,9/10/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,15,36.85578948,2.430489728,64.16965659,2.868779573
LAT6,52.12195734,2.505876241,10/28/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,116,55.86293069,3.398773859,55.86293069,3.058739884
LAT6,55.86293069,4.207332065,7/29/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,162,55.86293069,3.593729026,55.86293069,3.970459182
LAT7,84.67236951,4.236723061,10/15/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,61,52.12195734,3.907190272,48.63150578,3.122321622
LAT7,52.12195734,2.717650029,9/27/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,58,34.38766752,2.976336937,32.0848283,2.746698288
LAT8,84.67236951,4.094369775,10/1/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,79,84.67236951,3.443517366,84.67236951,3.716702267
LAT8,79.00211422,4.367841501,7/30/2022,Temnothorax_nitens,San_Gabriel_Mountains_CA,7/11/2022,76,84.67236951,3.218206674,84.67236951,4.110647936
LAT9,52.12195734,2.478029401,10/28/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,33,55.86293069,2.576583466,52.12195734,2.632809904
LAT9,68.77533504,2.34124846,7/30/2022,Temnothorax_andrei,San_Gabriel_Mountains_CA,7/11/2022,32,19.75052856,2.426285663,68.77533504,2.339570321
NPM122,39.50105711,2.833730505,10/24/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,39,36.85578948,2.761196652,39.50105711,2.872287296
NPM122,79.00211422,2.797437941,9/10/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,55,29.93620333,2.909938211,45.37479932,2.683810707
NPM222,22.68739966,2.560775027,10/6/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,22,21.16809238,2.709173001,21.16809238,2.618585847
NPM222,97.26301157,2.287710465,10/21/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,18,16.04241415,2.192103534,14.96810166,2.282324247
NPM322,52.12195734,3.185797417,10/15/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,38,52.12195734,3.032297016,52.12195734,2.847540533
NPM322,22.68739966,3.032186151,9/18/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,41,39.50105711,3.246674782,22.68739966,3.354260308
NPM422,29.93620333,3.188198821,10/15/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,33,34.38766752,3.532800291,34.38766752,3.441786103
NPM422,73.71157897,3.206843804,9/26/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,29,73.71157897,2.508770932,73.71157897,2.792713552
NPM422,64.16965659,2.582685443,10/6/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,33,36.85578948,2.431953803,29.93620333,2.706344328
NPM522,68.77533504,3.096939875,9/26/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,38,73.71157897,2.505118536,73.71157897,2.79919773
NPM522,22.68739966,2.631038184,10/28/2022,Myrmica_punctiventris,Newport_State_Park_Door_County_WI,8/23/2022,24,26.06097867,2.9681244,27.93146535,3.077931189
PA10,22.68739966,2.942565697,10/6/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,9/4/2021,80,21.16809238,3.037356727,21.16809238,3.209189075
PA11,48.63150578,2.675067057,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,9/4/2021,107,21.16809238,2.879500336,52.12195734,2.6070967
PA12,97.26301157,2.880023633,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,9/4/2021,64,52.12195734,3.735868899,52.12195734,3.465721569
PA221,26.06097867,4.090172438,10/24/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,38,27.93146535,3.793195538,27.93146535,3.624464531
PA221,45.37479932,3.069551281,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,35,45.37479932,2.995265101,42.33618475,3.005619822
PA2210,39.50105711,2.514995778,10/28/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,12,39.50105711,2.872140541,29.93620333,2.638788996
PA2210,27.93146535,2.758350368,10/7/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,15,21.16809238,3.270083612,19.75052856,3.188849059
PA2211,42.33618475,2.809094936,10/22/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,57,24.31575289,3.007568372,22.68739966,3.139484728
PA2211,42.33618475,3.524677961,9/24/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,61,39.50105711,3.109243635,39.50105711,3.436512109
PA2212,34.38766752,2.685957709,9/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,87,34.38766752,3.446376365,34.38766752,3.030292869
PA2212,29.93620333,2.657237728,10/20/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,78,29.93620333,3.442903515,29.93620333,3.097009595
PA2213,36.85578948,3.124663213,10/7/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,16,34.38766752,3.320219025,34.38766752,3.300643877
PA2213,29.93620333,3.582754341,10/22/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,16,29.93620333,3.620868919,29.93620333,3.795449518
PA2214,73.71157897,2.73392127,10/8/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,27,34.38766752,2.555749875,79.00211422,2.534584444
PA2214,73.71157897,2.029053724,10/1/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,26,26.06097867,2.584552541,68.77533504,2.454304592
PA2214,73.71157897,2.460591289,10/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,31,32.0848283,2.593464881,32.0848283,2.403778037
PA2215,36.85578948,2.765769854,10/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,24,59.87240666,2.475016059,39.50105711,2.66224778
PA2215,73.71157897,2.527650626,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,23,48.63150578,2.835476659,34.38766752,2.767277333
PA2216,48.63150578,3.124526126,10/1/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,31,52.12195734,3.700449331,52.12195734,3.697527631
PA2216,42.33618475,2.547978753,10/28/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,31,32.0848283,2.83555169,34.38766752,2.846427702
PA2217,48.63150578,3.518175577,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,18,48.63150578,3.931453857,48.63150578,3.918595755
PA2217,42.33618475,2.625045506,10/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,18,39.50105711,3.463885544,42.33618475,2.944095745
PA2218,48.63150578,2.743371032,10/18/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,80,45.37479932,2.749048953,45.37479932,2.933892142
PA2218,64.16965659,3.068670009,9/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,80,79.00211422,2.477177963,27.93146535,2.444456867
PA2219,34.38766752,3.198726258,10/25/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,46,73.71157897,3.185229663,73.71157897,3.284009641
PA222,32.0848283,2.645527419,10/24/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,43,32.0848283,3.205668708,32.0848283,3.062706418
PA222,34.38766752,2.120862937,9/22/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,45,32.0848283,2.759744508,34.38766752,2.691468149
PA2220,36.85578948,3.764164387,10/24/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,20,36.85578948,4.225077109,36.85578948,3.986597381
PA2220,22.68739966,2.188596999,10/7/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,20,29.93620333,2.532868,29.93620333,2.695991733
PA2221,48.63150578,2.523448457,10/21/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,90,48.63150578,2.738726946,29.93620333,2.775020315
PA2221,36.85578948,2.58000985,9/27/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,80,52.12195734,2.973479306,48.63150578,2.698650046
PA2222,55.86293069,3.26565813,9/26/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,27,27.93146535,2.802864315,42.33618475,2.923977334
PA2222,29.93620333,2.553577081,10/21/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,27,68.77533504,2.367570899,42.33618475,2.737681413
PA2223,68.77533504,3.017070433,9/26/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,77,27.93146535,2.379025687,39.50105711,2.220017517
PA2223,34.38766752,2.747706837,10/23/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,76,32.0848283,3.152737377,32.0848283,2.855711583
PA2224,42.33618475,3.026497973,10/23/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,16,39.50105711,3.80656981,39.50105711,3.753219829
PA2224,64.16965659,2.554456084,9/22/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,15,64.16965659,2.348934358,45.37479932,2.432311416
PA2225,84.67236951,2.235423184,10/24/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,25,39.50105711,2.575633788,29.93620333,2.728810082
PA2225,84.67236951,2.951609741,10/8/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,25,48.63150578,3.043154216,79.00211422,3.130393876
PA2226,39.50105711,2.754151889,10/22/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,9,36.85578948,2.540721192,36.85578948,3.032817096
PA2226,45.37479932,2.708439192,9/18/2022,Temnothorax_ambiguus,Penninsula_State_Park_Door_County_WI,8/21/2022,12,73.71157897,2.539892765,45.37479932,2.427022446
