"","sigsq","sigsq.tier","source","trait"
"sigsq.period.CR4699",0.407540337481444,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4699",0.204008055064018,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4700",0.112834071543521,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4700",0.0125668458727595,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4700",0.357856420899459,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4700",0.155631076217007,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4701",0.223816942941237,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4701",0.00864570110945284,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4701",0.256172144789285,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4701",0.0721716977340916,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4702",0.0617707733874742,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4702",0.00588362208268541,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4702",0.276080035153727,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4702",0.0839605503468017,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4703",0.0849091465619267,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4703",0.00521367871622018,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4703",0.276774523503267,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4703",0.312028843174443,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4704",0.0996998785996465,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4704",0.00873271998026277,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4704",0.352422658647238,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4704",0.222949333018759,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4705",0.100309098380448,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4705",0.0105677759764848,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4705",0.226226012330744,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4705",0.418328200321726,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4706",0.083422866594267,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4706",0.00652135927456652,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4706",0.341582136802403,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4706",0.104074745934647,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4707",0.138457757349575,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4707",0.0139433106572919,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4707",0.392071594323438,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4707",0.391633705484559,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4708",0.15224925485436,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4708",0.00931493634883014,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4708",0.287926086400318,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4708",0.047192881095857,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4709",0.0726326152384088,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4709",0.00530009607932134,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4709",0.39934568114214,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4709",0.129524263995887,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4710",0.0626844947253293,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4710",0.00174189120855545,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4710",0.391033974745246,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4710",0.273707561505453,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4711",0.21818713580404,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4711",0.00914497420325521,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4711",0.362857707564297,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4711",0.297196012273216,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4712",0.115668432177988,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4712",0.00753383750848985,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4712",0.376439794139311,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4712",0.125147111282292,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4713",0.0613509350004397,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4713",0.00800238381428319,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4713",0.269253125038048,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4713",0.153705820581506,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4714",0.144304627019529,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4714",0.00668524770302756,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4714",0.35089409823743,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4714",0.197990699608363,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4715",0.15426513364778,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4715",0.0106321906149475,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4715",0.430912505368707,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4715",0.134429007310652,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4716",0.0834497036535008,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4716",0.00965557914289875,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4716",0.295581881659124,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4716",0.111183310076747,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4717",0.255129511910176,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4717",0.00660236749020607,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4717",0.266367940460409,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4717",0.10897925173367,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4718",0.0826886119199999,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4718",0.00680941342099714,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4718",0.34614095018612,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4718",0.222746598076834,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4719",0.108076515834544,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4719",0.00423034034324403,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4719",0.339202398748997,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4719",0.217648583511415,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4720",0.115162824654795,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4720",0.00723817268520015,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4720",0.372466274686335,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4720",0.097711664462992,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4721",0.0690541173385382,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4721",0.0081290992977179,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4721",0.326346142941531,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4721",0.191471092592537,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4722",0.15335951643051,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4722",0.00966444723305734,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4722",0.261956160360448,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4722",0.0938265533264975,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4723",0.242538267092434,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4723",0.00677422881663009,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4723",0.345250872689822,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4723",0.0951878341741618,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4724",0.0564541425905249,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4724",0.00694506971507287,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4724",0.352553857076091,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4724",0.145475100307759,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4725",0.256812559272894,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4725",0.00363597706078015,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4725",0.439002449281667,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4725",0.127287372808188,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4726",0.134828195989972,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4726",0.00649488187782653,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4726",0.33836214502871,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4726",0.283549382365143,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4727",0.0955248350559719,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4727",0.0124756121830306,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4727",0.236201665754705,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4727",0.143659213593898,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4728",0.0904876963170901,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4728",0.021496617480048,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4728",0.170439175683322,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4728",0.0867575659396437,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4729",0.10915786824336,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4729",0.00723647576261303,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4729",0.304473238583287,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4729",0.118830977202187,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4730",0.119789537660957,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4730",0.00755718845117908,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4730",0.282670395654481,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4730",0.0552656196859936,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4731",0.168536736161658,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4731",0.0154955782078648,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4731",0.357082713857111,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4731",0.128804901631351,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4732",0.173298061904608,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4732",0.0045369502770552,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4732",0.303118371591107,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4732",0.203405376169806,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4733",0.0602942157503317,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4733",0.0087036342583835,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4733",0.406449629148469,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4733",0.287023149763886,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4734",0.23899301986215,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4734",0.00952774055042674,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4734",0.282601729461942,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4734",0.0693462351034434,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4735",0.0813085816157343,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4735",0.0114926119958215,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4735",0.26438093251987,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4735",0.128853783339744,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4736",0.117721224568125,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4736",0.0122313311422165,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4736",0.337153790833529,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4736",0.191865742494947,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4737",0.0981740094484714,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4737",0.00912320017086283,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4737",0.323410031882817,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4737",0.278017588685152,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4738",0.125295774140487,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4738",0.0111646987471796,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4738",0.314899257679358,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4738",0.170887392694115,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4739",0.0786980707664157,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4739",0.00914951544167165,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4739",0.261950745109333,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4739",0.151016826538493,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4740",0.0761310184168684,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4740",0.0117015944316001,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4740",0.327396217595802,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4740",0.106277296257751,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4741",0.0919039494917119,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4741",0.00369834558599106,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4741",0.356599669042001,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4741",0.200651264314883,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4742",0.0829270401771538,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4742",0.0126272916587449,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4742",0.081068254463487,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4742",0.0567990001541701,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4743",0.0731334505350886,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4743",0.00783617208415048,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4743",0.3368059847279,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4743",0.189018806050846,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4744",0.197056962188599,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4744",0.0129304942114995,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4744",0.275023108384112,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4744",0.110969582745328,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4745",0.0893490364955195,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4745",0.00587727995540905,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4745",0.304364627731474,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4745",0.389072993636612,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4746",0.0506773983179181,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4746",0.0105323129102435,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4746",0.24363301109124,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4746",0.16722695190858,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4747",0.143870793486959,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4747",0.00752357604298624,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4747",0.287209395341978,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4747",0.299475126260025,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4748",0.147400415720395,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4748",0.00337990325693134,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4748",0.27313621974622,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4748",0.0620586425229371,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4749",0.0812778016696313,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4749",0.00639797089331749,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4749",0.431544897213676,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4749",0.0620517995759099,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4750",0.110676761800761,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4750",0.0063874505326835,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4750",0.37460670135157,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4750",0.169198621335562,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4751",0.115519697025334,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4751",0.00903243597085439,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4751",0.346490433648891,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4751",0.114069983999229,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4752",0.135253085670928,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4752",0.0125554923206903,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4752",0.342691383502686,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4752",0.365820057606828,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4753",0.0706931260083058,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4753",0.00693241016694032,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4753",0.222788897908467,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4753",0.14283484238455,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4754",0.109551914105229,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4754",0.00908171167816493,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4754",0.304996859815113,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4754",0.173455552929385,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4755",0.0785227529001991,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4755",0.0132837354995082,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4755",0.249907240414732,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4755",0.416342277937352,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4756",0.0640158228711298,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4756",0.00623488853902217,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4756",0.281965456068469,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4756",0.0535168982582328,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4757",0.224894632712499,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4757",0.0120803265938499,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4757",0.274734816628248,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4757",0.24503859050008,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4758",0.0678747138458931,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4758",0.00542124343534526,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4758",0.328305511585124,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4758",0.15060004705602,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4759",0.0998592871650969,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4759",0.00503221611094224,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4759",0.429519667174128,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4759",0.133226507849988,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4760",0.0662002355315119,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4760",0.0114817631198881,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4760",0.277999347523167,"sigsq.period.CR","Colony","Period"
