Individual,Dominant_Period,cf_wavelet,nancount,Date,Colony,Species,Origin
7_18_21,22.68739966,2.777535786,0.010416667,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_22,45.37479932,2.604792567,0.00625,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_23,14.96810166,2.442405471,0.05,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_24,17.19383376,2.272785858,0.022916667,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_25,52.12195734,2.447101395,0.004166667,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_26,16.04241415,2.47025312,0.004166667,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_27,32.0848283,3.378429602,0.06875,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_28,18.42789474,3.096698597,0.002083333,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_29,21.16809238,2.593286806,0.065625,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_3,39.50105711,2.138276343,0.00625,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_30,27.93146535,2.347825711,0.004166667,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_31,68.77533504,2.208889689,0,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_32,14.96810166,2.596557504,0,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_33,36.85578948,2.43938896,0,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_34,11.34369983,3.149120431,0.004166667,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_35,68.77533504,2.936305054,0,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_36,11.34369983,2.833417826,0.022916667,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_37,45.37479932,2.892022309,0.116666667,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_38,13.96573267,2.57872492,0.010416667,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_39,9.875264278,2.51456311,0.002083333,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_4,24.31575289,2.508472814,0.126041667,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_40,13.96573267,2.824900986,0.04375,7/18/2022,SHL9,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_41,36.85578948,3.579915323,0.010416667,7/18/2022,SHL9,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_42,24.31575289,2.213990953,0.084375,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_43,16.04241415,3.08850457,0.0875,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_44,12.15787645,2.453256708,0.001041667,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_45,36.85578948,2.725655348,0,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_46,9.875264278,2.309358805,0.145833333,7/18/2022,EGT13,Temnothorax_rudis,Emigrant_Gap_CA
7_18_47,26.06097867,2.222581741,0.008333333,7/18/2022,EGT13,Temnothorax_rudis,Emigrant_Gap_CA
7_18_48,9.213947371,2.397602044,0,7/18/2022,SHL5,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_5,19.75052856,2.698813075,0,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_6,32.0848283,3.024899033,0,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_7,13.03048934,2.353602048,0.004166667,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_8,27.93146535,2.59705674,0,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_9,16.04241415,2.516421982,0.019791667,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
8_1_1,29.93620333,2.653662137,0.0125,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_10,18.42789474,2.526849074,0.009375,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_11,48.63150578,3.685389781,0,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_12,29.93620333,2.94821848,0,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_13,32.0848283,2.614941335,0.152083333,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_14,16.04241415,2.929919251,0.023958333,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_15,21.16809238,2.131954749,0.023958333,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_16,34.38766752,2.291520159,0.109375,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_17,24.31575289,2.663661341,0.082291667,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_18,24.31575289,2.535380102,0.290625,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_19,24.31575289,2.638576414,0.002083333,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_2,68.77533504,2.633853719,0.064583333,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_20,21.16809238,2.349507242,0,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_21,42.33618475,2.663760578,0.008333333,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_22,34.38766752,3.181742196,0,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_23,24.31575289,2.471019623,0.0125,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_24,19.75052856,2.395816262,0.030208333,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_25,22.68739966,2.745424578,0.020833333,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_26,19.75052856,2.710848668,0.040625,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_27,16.04241415,2.732935774,0.002083333,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_28,45.37479932,2.695198573,0,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_29,13.03048934,3.23914652,0,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_3,55.86293069,2.916503328,0.055208333,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_30,13.96573267,3.046991609,0.002083333,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_31,14.96810166,2.688820526,0,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_32,27.93146535,2.995088376,0.017708333,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_33,14.96810166,3.490232248,0.002083333,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_34,55.86293069,2.828210797,0,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_35,18.42789474,3.320669982,0,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_36,45.37479932,3.005949301,0,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_37,16.04241415,2.748366253,0.0125,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_38,16.04241415,2.503137239,0.011458333,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_39,27.93146535,2.602661002,0,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_4,64.16965659,2.257084961,0.04375,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_40,12.15787645,2.375443793,0,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_41,26.06097867,2.517462433,0.015625,8/1/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_42,17.19383376,2.583854667,0.125,8/1/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_43,45.37479932,2.300407116,0.002083333,8/1/2022,JRCT5,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_44,34.38766752,2.412446508,0,8/1/2022,JRCT5,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_45,52.12195734,2.750602864,0,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_46,39.50105711,2.382499411,0,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_47,14.96810166,3.07199837,0,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_48,45.37479932,2.520231124,0,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_5,13.03048934,2.294038936,0.235416667,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_7,24.31575289,2.772910533,0.029166667,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_8,10.58404619,2.39548869,0.161458333,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_9,32.0848283,2.471560325,0.002083333,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_10,64.16965659,3.602368429,0.004166667,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_11,34.38766752,2.328905299,0.007291667,8/2/2022,JRCT3,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_12,13.03048934,2.89219776,0.005208333,8/2/2022,JRCT3,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_13,13.96573267,2.435459978,0.028125,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_14,48.63150578,2.460008265,0.025,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_15,18.42789474,2.251085215,0.016666667,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_16,48.63150578,2.646867175,0.002083333,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_17,32.0848283,2.530649734,0.059375,8/2/2022,EGT3,Temnothorax_rudis,Emigrant_Gap_CA
8_2_18,26.06097867,2.84061875,0.009375,8/2/2022,EGT3,Temnothorax_rudis,Emigrant_Gap_CA
8_2_19,24.31575289,2.460595632,0.040625,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_20,52.12195734,2.522557836,0.0125,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_21,59.87240666,3.054302758,0.05625,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_22,55.86293069,2.284405796,0.007291667,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_25,68.77533504,2.881343897,0.010416667,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_26,13.96573267,2.728231937,0.0125,8/2/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_2_27,19.75052856,2.903987906,0.020833333,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_28,29.93620333,2.559824263,0.041666667,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_29,18.42789474,3.20870341,0,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_3,39.50105711,2.648139288,0.277083333,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_30,27.93146535,2.477572389,0.00625,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_31,13.96573267,2.754320497,0,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_32,19.75052856,2.389839445,0,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_33,9.213947371,3.169054376,0,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_34,26.06097867,2.930712537,0.00625,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_35,19.75052856,3.028408187,0.013541667,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_36,17.19383376,2.500539526,0,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_37,10.58404619,2.668383925,0.027083333,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_38,26.06097867,2.524313191,0.00625,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_39,21.16809238,2.763479143,0.002083333,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_40,26.06097867,2.408461807,0.007291667,8/2/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_41,73.71157897,2.658619208,0.125,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_42,52.12195734,2.978980986,0.019791667,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_43,17.19383376,2.84881975,0.085416667,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_44,42.33618475,3.737534404,0.047916667,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_45,9.213947371,1.971848324,0,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_46,16.04241415,3.153241664,0.005208333,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_47,27.93146535,3.62347169,0.05625,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_48,11.34369983,2.475543137,0.010416667,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_6,13.96573267,2.017699888,0,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_7,48.63150578,2.874665409,0.11875,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_8,16.04241415,2.008431511,0.027083333,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_9,13.96573267,2.488451915,0.233333333,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_1,13.03048934,2.557353968,0.060416667,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_11,59.87240666,2.29713348,0.172916667,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_12,52.12195734,2.410900998,0.091666667,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_13,14.96810166,2.147978688,0.180208333,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_14,14.96810166,2.341282939,0.173958333,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_15,52.12195734,2.564587016,0.05625,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_16,36.85578948,3.076412371,0.03125,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_17,13.03048934,2.255635231,0.21875,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_18,13.03048934,2.617964871,0.066666667,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_19,45.37479932,2.400341036,0.002083333,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_2,34.38766752,2.475562648,0.257291667,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_20,39.50105711,2.440957123,0,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_21,24.31575289,2.781062129,0,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_22,29.93620333,3.251175783,0,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_23,64.16965659,2.660922474,0,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_24,13.96573267,2.435137355,0.033333333,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_25,42.33618475,2.74015056,0.010416667,8/5/2022,JR4T10,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_26,13.96573267,2.693243194,0.201041667,8/5/2022,JR4T10,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_27,29.93620333,3.200074521,0.016666667,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_28,48.63150578,2.871467558,0.203125,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_29,45.37479932,2.201251707,0.046875,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_3,32.0848283,2.367598827,0.2625,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_30,22.68739966,2.703890808,0.096875,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_31,29.93620333,2.65088365,0.039583333,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_32,16.04241415,3.150931281,0.052083333,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_33,16.04241415,2.46513941,0.138541667,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_34,39.50105711,2.878979171,0.029166667,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_35,39.50105711,2.821597982,0.177083333,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_36,59.87240666,2.73498904,0.052083333,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_37,19.75052856,3.427634047,0,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_38,36.85578948,3.14142455,0.010416667,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_39,17.19383376,2.742147446,0.00625,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_4,17.19383376,2.668084002,0.160416667,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_41,29.93620333,2.989693483,0.002083333,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_42,29.93620333,2.677896452,0.020833333,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_43,13.03048934,2.519593253,0,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_44,34.38766752,3.25604817,0,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_45,29.93620333,2.670690226,0.010416667,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_46,42.33618475,2.394363975,0,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_47,13.96573267,2.322572325,0.002083333,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_48,9.875264278,2.557822149,0,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_5,13.96573267,2.920739159,0.210416667,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_6,19.75052856,2.692473402,0.120833333,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_9,52.12195734,3.101867066,0.151041667,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_10,21.16809238,2.893667756,0.025,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_11,22.68739966,2.41963414,0,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_12,19.75052856,2.417645606,0.015625,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_13,29.93620333,2.477074037,0.155208333,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_14,32.0848283,2.598374121,0.229166667,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_15,17.19383376,3.183747436,0.2375,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_16,84.67236951,2.355069078,0.221875,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_17,26.06097867,3.064341585,0,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_18,34.38766752,2.875583527,0.002083333,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_19,27.93146535,2.998066985,0.016666667,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_2,14.96810166,2.489121961,0.192708333,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_20,14.96810166,2.57958086,0.002083333,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_21,24.31575289,3.198900531,0.055208333,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_22,17.19383376,2.688070617,0.071875,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_23,64.16965659,3.053814425,0.008333333,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_24,17.19383376,3.356749504,0.00625,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_25,42.33618475,2.623985469,0,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_26,13.03048934,2.374884429,0.0125,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_27,13.03048934,2.306623481,0.011458333,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_28,45.37479932,2.309282454,0.0125,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_29,55.86293069,2.548017007,0.004166667,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_3,39.50105711,2.759257129,0.064583333,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_30,17.19383376,2.526196514,0,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_31,12.15787645,2.483566047,0,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_32,32.0848283,4.542160661,0.00625,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_33,18.42789474,3.000143592,0.010416667,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_34,45.37479932,2.651383475,0,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_35,17.19383376,2.963987169,0,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_36,18.42789474,2.471699415,0.004166667,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_37,13.96573267,2.756445949,0.0125,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_38,19.75052856,2.485311386,0.002083333,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_39,17.19383376,2.984871925,0.023958333,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_4,11.34369983,2.560378453,0.158333333,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_40,34.38766752,2.713175326,0,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_41,9.875264278,2.792358446,0.019791667,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_42,29.93620333,2.475030588,0.0875,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_43,12.15787645,2.526947224,0.13125,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_44,9.213947371,2.632423862,0.008333333,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_45,29.93620333,2.361135548,0,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_46,21.16809238,2.269152643,0.002083333,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_47,34.38766752,2.894598395,0,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_48,18.42789474,2.4453982,0,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_5,16.04241415,2.469880361,0.009375,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_6,26.06097867,2.904676215,0.042708333,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
