"","sigsq","sigsq.tier","source","trait"
"sigsq.wavelet.CR",0.138096110348249,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR",0.00380678850774103,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR",0.391107106556364,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR",0.0773087291373796,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR1",0.161700144569176,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR1",0.00706119851902109,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR1",0.35141203914125,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR1",0.239561698023103,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2",0.103509684084003,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2",0.013199676837752,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2",0.255943915176324,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2",0.157461254677851,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR3",0.152974226467274,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR3",0.00323542967116472,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR3",0.279959710099744,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR3",0.15243477615372,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR4",0.127971537816984,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR4",0.00845489611663797,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR4",0.301773306203706,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR4",0.271620595126301,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5",0.0866467544046508,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5",0.0108621901456654,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5",0.358107678527951,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5",0.120506215012167,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR6",0.0744985636063155,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR6",0.00631244206370149,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR6",0.278782147094229,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR6",0.202461592985048,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR7",0.0822224610208642,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR7",0.0127561143522837,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR7",0.324868235322806,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR7",0.198878017278734,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR8",0.251781045738011,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR8",0.0194112579048696,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR8",0.30149585581993,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR8",0.223939754498394,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9",0.0968569900385192,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9",0.0082293098625218,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9",0.299105766168426,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9",0.0537590743563493,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR10",0.195217968813175,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR10",0.00994268732523701,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR10",0.446143684013838,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR10",0.0330061700711206,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR11",0.0831801923632869,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR11",0.0102244407304168,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR11",0.311144037162229,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR11",0.102637820563293,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR12",0.080845815410426,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR12",0.00727305075957625,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR12",0.284328782421832,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR12",0.230207791215319,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR13",0.0769944080534343,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR13",0.00859073874210462,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR13",0.387117066923738,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR13",0.561172450924813,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR14",0.213521903027047,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR14",0.00799812577407411,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR14",0.346526524065892,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR14",0.141016263618861,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR15",0.0470656260398728,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR15",0.0052346996546381,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR15",0.150536523703004,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR15",0.0532326440144631,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR16",0.129907328703644,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR16",0.00578128743546949,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR16",0.290583800268095,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR16",0.0953629814093094,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR17",0.0983152757669085,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR17",0.0100877674960557,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR17",0.293426121305047,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR17",0.149439373292079,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR18",0.0715818095378967,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR18",0.00748315092870165,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR18",0.199261386442245,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR18",0.0536803146087057,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR19",0.255060646632281,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR19",0.010482327995246,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR19",0.34063592806309,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR19",0.291194435789408,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR20",0.122111869120092,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR20",0.00638692731831324,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR20",0.353607251412282,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR20",0.311906924737717,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR21",0.0621130862176414,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR21",0.00958098287443577,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR21",0.339739517477236,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR21",0.239520145350779,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR22",0.100066176118729,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR22",0.00872353720607437,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR22",0.328083396863811,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR22",0.127888281542814,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR23",0.0700561242899937,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR23",0.0157954840056799,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR23",0.188339004822574,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR23",0.218172605445964,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR24",0.0926765345870947,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR24",0.00494081425369903,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR24",0.344020966511375,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR24",0.139382569700039,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR25",0.0669869653069103,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR25",0.00682398650423242,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR25",0.227525451924229,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR25",0.183686899180552,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR26",0.076539554587116,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR26",0.0152012918345574,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR26",0.272029568757426,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR26",0.107783334683718,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR27",0.0887620382764088,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR27",0.0202954730785047,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR27",0.346564389186797,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR27",0.466718502619563,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR28",0.095075560303767,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR28",0.0106636045896373,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR28",0.358364079209813,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR28",0.166667078677957,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR29",0.0783113461244393,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR29",0.00527578175290825,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR29",0.264605384239635,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR29",0.130173007788436,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR30",0.109593772124025,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR30",0.0062054393900885,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR30",0.334115605000467,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR30",0.282261226750771,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR31",0.0886384924802262,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR31",0.00381921051881577,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR31",0.330057587435877,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR31",0.147630706647397,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR32",0.1503480506557,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR32",0.0119585921111503,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR32",0.249857060577727,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR32",0.178400188681704,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR33",0.0641783056982996,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR33",0.0088962095763945,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR33",0.374858076421793,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR33",0.106007735206213,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR34",0.0889521534170033,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR34",0.00641058221765705,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR34",0.333316209720327,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR34",0.169880668511273,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR35",0.177822113901499,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR35",0.0159491083592751,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR35",0.311687014757821,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR35",0.104584545961889,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR36",0.176132024828332,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR36",0.00755560435002304,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR36",0.353270361446226,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR36",0.471354330616545,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR37",0.127594988476662,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR37",0.00262705305819632,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR37",0.385925482047931,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR37",0.138156049579105,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR38",0.0680606574801994,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR38",0.0100291046009007,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR38",0.291316807778688,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR38",0.0844283022459346,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR39",0.112136231514768,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR39",0.0115183852488722,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR39",0.228142155001859,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR39",0.0725556234119751,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR40",0.107367892226382,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR40",0.00177310108002379,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR40",0.332419493361606,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR40",0.203731668159647,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR41",0.127398779967983,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR41",0.00801634348778515,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR41",0.409638952450343,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR41",0.129154303362847,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR42",0.212231616538533,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR42",0.00718482007148983,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR42",0.313113334063352,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR42",0.0964745602262265,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR43",0.104465299753,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR43",0.00586131750014434,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR43",0.286030190598664,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR43",0.12685304718205,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR44",0.0908411883224273,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR44",0.00490336955380881,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR44",0.360878297511301,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR44",0.049871727155541,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR45",0.127670744257979,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR45",0.0100627616120846,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR45",0.323971156778531,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR45",0.255223390979005,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR46",0.072621565151531,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR46",0.011855392434726,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR46",0.326139858023625,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR46",0.259591837059056,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR47",0.219744177658914,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR47",0.00767041847389769,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR47",0.343000243515158,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR47",0.0967878996476303,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR48",0.189467062950268,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR48",0.01041370153719,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR48",0.39867523224163,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR48",0.0803616954928443,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR49",0.100957066288972,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR49",0.00590958028743681,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR49",0.291222108576311,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR49",0.137258559027449,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR50",0.125521025697838,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR50",0.00690951228526563,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR50",0.297073126273254,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR50",0.0641031499049453,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR51",0.179262916836377,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR51",0.0155844927280906,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR51",0.281481212835543,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR51",0.189428100089311,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR52",0.0680630609931916,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR52",0.00412449846596212,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR52",0.31949461026229,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR52",0.0856067236062616,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR53",0.154039301639611,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR53",0.00758691529238094,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR53",0.369039102345946,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR53",0.0531944170443152,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR54",0.0683460108467773,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR54",0.00798668602736151,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR54",0.393733250896449,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR54",0.0983900470041125,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR55",0.0600399963530566,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR55",0.00670801793453207,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR55",0.188807347344176,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR55",0.255756409454035,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR56",0.0888808162300503,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR56",0.00557084090795831,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR56",0.422388027143794,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR56",0.055536013503663,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR57",0.149725993320845,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR57",0.0052405720711616,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR57",0.290437328137758,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR57",0.147558867917505,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR58",0.122367387616197,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR58",0.0167866756152127,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR58",0.34070378703628,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR58",0.215562835105635,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR59",0.14171640715422,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR59",0.00928915570267112,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR59",0.286791653892443,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR59",0.139721804052414,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR60",0.157422371292142,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR60",0.00364948007489568,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR60",0.319745947706534,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR60",0.302543307765524,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR61",0.0505176777804417,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR61",0.00994724076667191,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR61",0.311392900315973,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR61",0.388699446796304,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR62",0.238613190429265,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR62",0.0117332125691516,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR62",0.250112055266216,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR62",0.11495720243138,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR63",0.28183423479461,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR63",0.0078520826013666,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR63",0.328761461109521,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR63",0.0623686857426316,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR64",0.105191293123864,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR64",0.00903544689526142,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR64",0.391896123816365,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR64",0.138587471981595,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR65",0.0850639160133966,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR65",0.00818295667021773,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR65",0.301087183627476,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR65",0.185964672289672,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR66",0.0615433571987323,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR66",0.00921650036242921,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR66",0.421291092442876,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR66",0.238371137166724,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR67",0.0929522417004028,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR67",0.0033045132420022,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR67",0.341331027233656,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR67",0.176090718856788,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR68",0.0853664506360757,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR68",0.00852057039468352,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR68",0.322949636177683,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR68",0.0858946355488334,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR69",0.0913829022509983,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR69",0.00827566544295478,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR69",0.435686858637434,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR69",0.195425258431365,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR70",0.114604824154552,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR70",0.0067640067654735,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR70",0.360311182438055,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR70",0.0470299189816926,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR71",0.0933606197425252,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR71",0.00891185013592406,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR71",0.439849947191997,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR71",0.100510795251073,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR72",0.193945634116913,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR72",0.0133972384394686,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR72",0.258065809204753,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR72",0.108449102909686,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR73",0.151276433279815,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR73",0.0105237133323783,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR73",0.357277710667093,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR73",0.146588635882558,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR74",0.17272499762211,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR74",0.00827786751111782,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR74",0.295464907228977,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR74",0.311284637263145,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR75",0.0975161903800236,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR75",0.00874405013079788,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR75",0.518168671040336,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR75",0.0461408869362865,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR76",0.05741012017739,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR76",0.017085717850902,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR76",0.338541007954082,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR76",0.19914378608012,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR77",0.105981891550837,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR77",0.0118692181937213,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR77",0.39929919784043,"sigsq.period.CR","Colony","Period"
