"","sigsq","sigsq.tier","source","trait"
"sigsq.wavelet.CR5105",0.194354759484694,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5105",0.00597478130125114,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5105",0.323737384050179,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5105",0.0593080911861322,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5106",0.0676144340352092,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5106",0.0147137397291384,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5106",0.279729161100885,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5106",0.0408935912513172,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5107",0.175903101570986,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5107",0.0124046227246892,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5107",0.311998122999432,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5107",0.173498255316365,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5108",0.141762631587741,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5108",0.00552475976047384,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5108",0.254755059222491,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5108",0.163368956800499,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5109",0.0905258474203843,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5109",0.00750177586916991,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5109",0.354721417146986,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5109",0.269696961656399,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5110",0.109206052606961,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5110",0.00195742339897958,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5110",0.342955117016764,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5110",0.102775611323832,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5111",0.0903141417934782,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5111",0.0078996654033658,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5111",0.319788199195873,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5111",0.084252737814956,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5112",0.0652202915769838,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5112",0.0144362064624652,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5112",0.26279786485304,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5112",0.0818909107886692,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5113",0.141042082921948,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5113",0.00826805925154465,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5113",0.283298082782931,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5113",0.0727611070335587,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5114",0.0769599091552326,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5114",0.00702783665276813,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5114",0.37990134046,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5114",0.315078732667244,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5115",0.0917583920966978,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5115",0.00482677974333634,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5115",0.385187087108317,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5115",0.0720830806883152,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5116",0.10065637846171,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5116",0.00418640298054928,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5116",0.363255257463939,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5116",0.0558452087397878,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5117",0.10915510041699,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5117",0.00849462767079986,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5117",0.260970245461932,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5117",0.238955334636694,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5118",0.122184959550223,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5118",0.00650901574431906,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5118",0.302853233303619,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5118",0.0782250660451119,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5119",0.0748998154773057,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5119",0.00857637492879341,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5119",0.296405480920543,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5119",0.102643409929592,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5120",0.104218371355279,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5120",0.00384502991118882,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5120",0.281302311784192,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5120",0.21812242833747,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5121",0.151320241243267,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5121",0.0119352500699122,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5121",0.347096187847271,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5121",0.080007148999148,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5122",0.156289920978869,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5122",0.0185449280107326,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5122",0.471036822762236,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5122",0.030196658961684,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5123",0.0997947163930932,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5123",0.00544594410598361,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5123",0.286189478363388,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5123",0.123246055984655,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5124",0.158676858017966,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5124",0.00462245245658606,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5124",0.33461037875598,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5124",0.159325051172105,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5125",0.183644119575441,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5125",0.00783646389754342,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5125",0.358669178970548,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5125",0.0284255881824875,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5126",0.0510549764022905,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5126",0.00460381730851698,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5126",0.388319456891929,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5126",0.18542114078182,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5127",0.156482747562471,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5127",0.0128839397428307,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5127",0.317263531573005,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5127",0.115794055977767,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5128",0.110279717548271,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5128",0.00573258975479198,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5128",0.260098840689183,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5128",0.198515610266358,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5129",0.161472192552678,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5129",0.0101950539311655,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5129",0.297419434978205,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5129",0.269493192439687,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5130",0.110994497063954,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5130",0.0159805594496537,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5130",0.292134483905551,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5130",0.103039384948015,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5131",0.0443673664528366,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5131",0.00958877879880006,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5131",0.295607131443649,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5131",0.118292139443101,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5132",0.106848923359933,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5132",0.0191291952704337,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5132",0.380127282465924,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5132",0.197345294285067,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5133",0.119585548901199,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5133",0.0119854939920048,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5133",0.286263314382351,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5133",0.269077686682226,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5134",0.202473214584253,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5134",0.00473548700107302,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5134",0.332637729558768,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5134",0.0734040270897458,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5135",0.0596198138543982,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5135",0.0172916500093652,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5135",0.358467205692985,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5135",0.159035567001478,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5136",0.0859159350578335,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5136",0.0123571341573521,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5136",0.316566662269059,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5136",0.0364856927989189,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5137",0.281428582245757,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5137",0.0139448357493528,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5137",0.233704581477843,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5137",0.0944017422665322,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5138",0.100479008436467,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5138",0.0101492982766481,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5138",0.374606732546751,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5138",0.120085846435949,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5139",0.0646108420022892,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5139",0.00744803838283763,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5139",0.248463004617442,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5139",0.247024897589484,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5140",0.0731170902893191,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5140",0.0183512498799511,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5140",0.256679031362284,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5140",0.257524386993883,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5141",0.12156277700077,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5141",0.00624308769589626,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5141",0.299323329851967,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5141",0.0568354822531763,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5142",0.0981701893197147,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5142",0.0111499491733654,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5142",0.290548645059833,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5142",0.117776921997464,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5143",0.0821231809114006,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5143",0.00621765612785405,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5143",0.328939831587906,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5143",0.0767779326942847,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5144",0.117660664109188,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5144",0.00838308165683471,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5144",0.356288813803708,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5144",0.0924085814156278,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5145",0.125427705464021,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5145",0.0104297472076373,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5145",0.312703831267402,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5145",0.253690961067739,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5146",0.146007038108574,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5146",0.00829091009373134,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5146",0.44544851530402,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5146",0.189808200904215,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5147",0.0503119897900656,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5147",0.00501716179847553,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5147",0.320181007832444,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5147",0.294144379987149,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5148",0.0713611216664005,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5148",0.00878008685039399,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5148",0.304543467971353,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5148",0.125931440942178,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5149",0.066300134055445,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5149",0.00563124777660452,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5149",0.310509684522298,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5149",0.183151469929436,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5150",0.146258997885949,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5150",0.00626503746433732,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5150",0.375295249822705,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5150",0.335488408611231,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5151",0.256239499603903,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5151",0.0159938520357981,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5151",0.306513901352418,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5151",0.207164720936383,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5152",0.122554216229939,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5152",0.0129026040835634,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5152",0.274620311185146,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5152",0.185644328356942,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5153",0.0603306463700412,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5153",0.0113740019622963,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5153",0.256896462899531,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5153",0.431606464807184,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5154",0.0688667928330384,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5154",0.00695146770995563,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5154",0.276826540506297,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5154",0.274393556789143,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5155",0.0986192303333759,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5155",0.00804035246246547,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5155",0.292131024673239,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5155",0.256667295017022,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5156",0.0762166331613642,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5156",0.010368354209461,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5156",0.290466695365397,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5156",0.100860319762828,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5157",0.237892156155282,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5157",0.0126814698115106,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5157",0.270075059242896,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5157",0.0709646955810511,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5158",0.151848972347603,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5158",0.0159331528817259,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5158",0.311549833232389,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5158",0.121684265022038,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5159",0.113286352008522,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5159",0.0113958801416009,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5159",0.302301678784951,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5159",0.0669428320217273,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5160",0.108873489050118,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5160",0.0100525813214075,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5160",0.405877688390517,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5160",0.267379773678741,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5161",0.0838174440730947,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5161",0.00543234241410881,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5161",0.237082507886278,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5161",0.225561130312932,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5162",0.136254134742111,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5162",0.00559874557884072,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5162",0.320367249080834,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5162",0.181194211926046,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5163",0.0530114166034998,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5163",0.00621098531644102,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5163",0.436033188405348,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5163",0.441738184978266,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5164",0.216222127837473,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5164",0.00619084330007168,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5164",0.28535011657675,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5164",0.0686496958463037,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5165",0.0804411084842668,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5165",0.00479339765239596,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5165",0.355726500266301,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5165",0.213750495889859,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5166",0.0711896439664732,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5166",0.00985976663519147,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5166",0.333750975467257,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5166",0.213432107616938,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5167",0.08140907975623,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5167",0.0148577303167823,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5167",0.337745360423481,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5167",0.063850004466442,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5168",0.110598265350295,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5168",0.00379109693019503,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5168",0.431143476750246,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5168",0.10213663703734,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5169",0.0831608026267235,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5169",0.00507903125109314,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5169",0.283955206044901,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5169",0.143797157324456,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5170",0.106128803538303,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5170",0.00515005482017716,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5170",0.337177204005051,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5170",0.140689198592664,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5171",0.0956203610128024,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5171",0.00624494749237305,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5171",0.447264563992671,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5171",0.133584241064586,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5172",0.21534003364121,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5172",0.0169548399376191,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5172",0.351015924865509,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5172",0.133861676110155,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5173",0.120662324784386,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5173",0.0033950957461674,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5173",0.285289274292326,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5173",0.173587435781468,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5174",0.123745491792927,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5174",0.0137102387657816,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5174",0.491647160324923,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5174",0.145794880949296,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5175",0.0631377983790126,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5175",0.0108547413876201,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5175",0.307683585796117,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5175",0.116947079496969,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5176",0.136471382635476,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5176",0.0109119124703826,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5176",0.319732683919602,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5176",0.362207587873682,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5177",0.085374053542112,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5177",0.0132614222072109,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5177",0.413931872481226,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5177",0.228108992160622,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5178",0.17530146435444,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5178",0.00551302996827216,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5178",0.377277743317874,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5178",0.0146485284511056,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5179",0.0587456649101656,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5179",0.00534078780430921,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5179",0.282594222781963,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5179",0.0557328902325841,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR5180",0.0582610901294927,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR5180",0.0104058910352318,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR5180",0.286745699917778,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR5180",0.344731542391658,"sigsq.period.IR","Individual","Period"
